phrase,target,file_path
The net sales of the Power Plants business were EUR 710.3 million in 2005,neutral,files/input/train\neutral\0861.txt
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme",neutral,files/input/train\neutral\0862.txt
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million,neutral,files/input/train\neutral\0863.txt
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218",neutral,files/input/train\neutral\0864.txt
It is expected to be completed by the end of 2007,neutral,files/input/train\neutral\0865.txt
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004",neutral,files/input/train\neutral\0866.txt
This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights,neutral,files/input/train\neutral\0867.txt
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI,neutral,files/input/train\neutral\0868.txt
"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc.",neutral,files/input/train\neutral\0869.txt
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-ï¿½323-ï¿½6201 USA",neutral,files/input/train\neutral\0870.txt
No service pricing details were disclosed,neutral,files/input/train\neutral\0871.txt
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer",neutral,files/input/train\neutral\0872.txt
"The facility will be used to refinance Citycon 's existing credit facility , the company said",neutral,files/input/train\neutral\0873.txt
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place",neutral,files/input/train\neutral\0874.txt
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register,neutral,files/input/train\neutral\0875.txt
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009",neutral,files/input/train\neutral\0876.txt
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds",neutral,files/input/train\neutral\0877.txt
Arena Partners Oy is a development company for electronic business,neutral,files/input/train\neutral\0878.txt
Raisio is the site of the main production plants as well as company headquarters,neutral,files/input/train\neutral\0879.txt
The building will house product development and test laboratories,neutral,files/input/train\neutral\0880.txt
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don",neutral,files/input/train\neutral\0881.txt
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland",neutral,files/input/train\neutral\0882.txt
The share subscription period will expire on 30 September 2007,neutral,files/input/train\neutral\0883.txt
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel",neutral,files/input/train\neutral\0884.txt
"She will succeed Krister Kylas , who has decided to leave TeliaSonera",neutral,files/input/train\neutral\0885.txt
Union and company officials did not return calls yesterday,neutral,files/input/train\neutral\0886.txt
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,neutral,files/input/train\neutral\0887.txt
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland",neutral,files/input/train\neutral\0888.txt
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers",neutral,files/input/train\neutral\0889.txt
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences",neutral,files/input/train\neutral\0890.txt
The presentation material can be viewed on the company 's website in English after the conference,neutral,files/input/train\neutral\0891.txt
"The firm is headquartered in Vantaa , southern Finland and has 16 employees",neutral,files/input/train\neutral\0892.txt
"In 2007 , Etteplan had turnover of EUR125 .2 m",neutral,files/input/train\neutral\0893.txt
Coffee will be served starting at 14:30 EET as well as after the event,neutral,files/input/train\neutral\0894.txt
Construction is scheduled to start in April-June 2007 and to be completed in early 2008,neutral,files/input/train\neutral\0895.txt
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations,neutral,files/input/train\neutral\0896.txt
"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007",neutral,files/input/train\neutral\0897.txt
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them,neutral,files/input/train\neutral\0898.txt
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",neutral,files/input/train\neutral\0899.txt
The webcast may be followed online on the company website at www.ruukki.com/investors,neutral,files/input/train\neutral\0900.txt
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights,neutral,files/input/train\neutral\0901.txt
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,neutral,files/input/train\neutral\0902.txt
The shares represented 4.998 % of total share capital and 2.14 % of total voting rights,neutral,files/input/train\neutral\0903.txt
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely",neutral,files/input/train\neutral\0904.txt
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares",neutral,files/input/train\neutral\0905.txt
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group",neutral,files/input/train\neutral\0906.txt
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported",neutral,files/input/train\neutral\0907.txt
Marimekko is considering further measures in the matter,neutral,files/input/train\neutral\0908.txt
The fine print is here,neutral,files/input/train\neutral\0909.txt
`` We are selling an information systems development business to the Finns,neutral,files/input/train\neutral\0910.txt
The enterprise value of Maritim Food AS has been determined as approximately EUR15m,neutral,files/input/train\neutral\0911.txt
The company says the measures are no longer needed,neutral,files/input/train\neutral\0912.txt
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights",neutral,files/input/train\neutral\0913.txt
The company expects meat purchases to remain at about 8mn kilos in 2011,neutral,files/input/train\neutral\0914.txt
